"t","Luma","Luminance","Shutter Speed (s)","Aperture (f/N)","ISO"
3.596184250E0,5.065543048E-1,1.054798468E0,3.139786000E-3,1.799999952E0,2.000000000E2
3.612845416E0,5.066822348E-1,1.055497442E0,3.139523000E-3,1.799999952E0,2.000000000E2
3.625341250E0,5.063950775E-1,1.054354960E0,3.139272000E-3,1.799999952E0,2.000000000E2
3.650333333E0,5.066436968E-1,1.055443850E0,3.139011000E-3,1.799999952E0,2.000000000E2
3.666994583E0,5.064148710E-1,1.054569513E0,3.138759000E-3,1.799999952E0,2.000000000E2
3.675325000E0,5.064963456E-1,1.054992432E0,3.138504000E-3,1.799999952E0,2.000000000E2
3.687820916E0,5.066758400E-1,1.055635369E0,3.138242000E-3,1.799999952E0,2.000000000E2
3.704482083E0,5.066247154E-1,1.055678170E0,3.137982000E-3,1.799999952E0,2.000000000E2
3.721143333E0,5.066504976E-1,1.055652395E0,3.137721000E-3,1.799999952E0,2.000000000E2
3.733639208E0,5.064907966E-1,1.055095809E0,3.137466000E-3,1.799999952E0,2.000000000E2
3.746134791E0,5.066583812E-1,1.055842090E0,3.137204000E-3,1.799999952E0,2.000000000E2
3.766961458E0,5.063430732E-1,1.054611811E0,3.136955000E-3,1.799999952E0,2.000000000E2
3.779457541E0,5.063366784E-1,1.054592469E0,3.136706000E-3,1.799999952E0,2.000000000E2
3.796118375E0,5.063991377E-1,1.055009547E0,3.136455000E-3,1.799999952E0,2.000000000E2
3.808614375E0,5.063818142E-1,1.055123098E0,3.136204000E-3,1.799999952E0,2.000000000E2
3.825275791E0,5.065991700E-1,1.056183718E0,3.135945000E-3,1.799999952E0,2.000000000E2
3.850267541E0,5.066060385E-1,1.056117764E0,3.135686000E-3,1.799999952E0,2.000000000E2
3.862763375E0,5.065743351E-1,1.056160827E0,3.135428000E-3,1.799999952E0,2.000000000E2
3.875259416E0,5.066764152E-1,1.056577289E0,3.135166000E-3,1.799999952E0,2.000000000E2
3.887755416E0,5.067341038E-1,1.057048208E0,3.134902000E-3,1.799999952E0,2.000000000E2
3.904416541E0,5.067787659E-1,1.057212767E0,3.134636000E-3,1.799999952E0,2.000000000E2
3.916912416E0,5.067029080E-1,1.057191996E0,3.134373000E-3,1.799999952E0,2.000000000E2
3.933573458E0,5.066300275E-1,1.056710246E0,3.134113000E-3,1.799999952E0,2.000000000E2
3.950234625E0,5.066269147E-1,1.056928091E0,3.133853000E-3,1.799999952E0,2.000000000E2
3.962730583E0,5.064729994E-1,1.056214863E0,3.133599000E-3,1.799999952E0,2.000000000E2
3.975226458E0,5.063898331E-1,1.056035709E0,3.133348000E-3,1.799999952E0,2.000000000E2
3.991887625E0,5.064025212E-1,1.055973416E0,3.133097000E-3,1.799999952E0,2.000000000E2
4.004383708E0,5.063462875E-1,1.056062830E0,3.132848000E-3,1.799999952E0,2.000000000E2
4.021044458E0,5.061653043E-1,1.055252486E0,3.132606000E-3,1.799999952E0,2.000000000E2
4.033540750E0,5.061146196E-1,1.055198948E0,3.132366000E-3,1.799999952E0,2.000000000E2
4.050201500E0,5.063664532E-1,1.056307446E0,3.132116000E-3,1.799999952E0,2.000000000E2
4.066863125E0,5.061998837E-1,1.055767425E0,3.131873000E-3,1.799999952E0,2.000000000E2
