"t","Luma","Luminance","Shutter Speed (s)","Aperture (f/N)","ISO"
3.223824541E0,9.029781935E-2,2.027120120E-1,2.858244000E-3,1.799999952E0,2.000000000E2
3.236320291E0,9.039260798E-2,2.029578665E-1,2.856190000E-3,1.799999952E0,2.000000000E2
3.252981416E0,9.034178788E-2,2.013778903E-1,2.870815000E-3,1.799999952E0,2.000000000E2
3.261312249E0,9.025846930E-2,2.004171320E-1,2.885518000E-3,1.799999952E0,2.000000000E2
3.277973208E0,9.014194170E-2,2.003222184E-1,2.882652000E-3,1.799999952E0,2.000000000E2
3.294634458E0,9.014453008E-2,2.004866901E-1,2.878279000E-3,1.799999952E0,2.000000000E2
3.302964999E0,9.009433592E-2,2.007290738E-1,2.874941000E-3,1.799999952E0,2.000000000E2
3.319626124E0,8.975476829E-2,1.993023427E-1,2.872284000E-3,1.799999952E0,2.000000000E2
3.336287166E0,8.970081845E-2,1.993626247E-1,2.869629000E-3,1.799999952E0,2.000000000E2
3.348782999E0,8.967769226E-2,1.994274551E-1,2.867197000E-3,1.799999952E0,2.000000000E2
3.361278791E0,8.986066325E-2,1.996821553E-1,2.864069000E-3,1.799999952E0,2.000000000E2
3.373774624E0,8.963779239E-2,1.998153262E-1,2.860804000E-3,1.799999952E0,2.000000000E2
3.394601166E0,9.025728507E-2,2.019159179E-1,2.858800000E-3,1.799999952E0,2.000000000E2
3.407096999E0,9.032769562E-2,2.020659544E-1,2.856718000E-3,1.799999952E0,2.000000000E2
3.423758083E0,9.019822616E-2,2.018993126E-1,2.854077000E-3,1.799999952E0,2.000000000E2
3.440419083E0,9.018521661E-2,2.020104073E-1,2.851354000E-3,1.799999952E0,2.000000000E2
3.457080333E0,9.035279270E-2,2.028255730E-1,2.849417000E-3,1.799999952E0,2.000000000E2
3.469576291E0,9.049764015E-2,2.033063070E-1,2.846560000E-3,1.799999952E0,2.000000000E2
3.486237416E0,9.059984709E-2,2.037789746E-1,2.843817000E-3,1.799999952E0,2.000000000E2
3.498733291E0,9.055467743E-2,2.039442859E-1,2.840942000E-3,1.799999952E0,2.000000000E2
3.511229083E0,9.047762677E-2,2.037423800E-1,2.838651000E-3,1.799999952E0,2.000000000E2
3.523724874E0,9.020892646E-2,2.021491440E-1,2.853191000E-3,1.799999952E0,2.000000000E2
3.540385999E0,9.024972296E-2,2.024056271E-1,2.850777000E-3,1.799999952E0,2.000000000E2
3.557047083E0,9.018663768E-2,2.025867451E-1,2.847777000E-3,1.799999952E0,2.000000000E2
3.569542999E0,9.023662037E-2,2.028037466E-1,2.845145000E-3,1.799999952E0,2.000000000E2
3.586204083E0,9.020078069E-2,2.031354455E-1,2.842934000E-3,1.799999952E0,2.000000000E2
3.598699916E0,9.022674902E-2,2.032385298E-1,2.840752000E-3,1.799999952E0,2.000000000E2
3.615361041E0,9.014078286E-2,2.031159389E-1,2.837736000E-3,1.799999952E0,2.000000000E2
3.627857083E0,9.026977863E-2,2.035064716E-1,2.834835000E-3,1.799999952E0,2.000000000E2
3.640352791E0,9.037384650E-2,2.028675786E-1,2.849350000E-3,1.799999952E0,2.000000000E2
3.657013999E0,9.013301773E-2,2.013363688E-1,2.863948000E-3,1.799999952E0,2.000000000E2
3.669509874E0,9.013615593E-2,2.001997987E-1,2.878620000E-3,1.799999952E0,2.000000000E2
3.686170916E0,9.003637664E-2,2.000298441E-1,2.876100000E-3,1.799999952E0,2.000000000E2
3.698666374E0,8.994393954E-2,2.001090156E-1,2.873442000E-3,1.799999952E0,2.000000000E2
3.711162791E0,9.000556991E-2,2.003064037E-1,2.871429000E-3,1.799999952E0,2.000000000E2
3.731988999E0,9.019750716E-2,2.012218707E-1,2.868859000E-3,1.799999952E0,2.000000000E2
3.748650291E0,9.009093551E-2,2.013457155E-1,2.864744000E-3,1.799999952E0,2.000000000E2
